                                                                                                                                                                                                                                                                



                        1                         2                         3                         4                         5                         6                         7
                 Re(freq)                  Im(freq)                         l                         m                       n_g                       n_p                      n_pg
  0.3474429122631149E+000   0.0000000000000000E+000                         1                         1                        80                         0                       -80
  0.3512774604319859E+000   0.0000000000000000E+000                         1                         1                        79                         0                       -79
  0.3560617801142002E+000   0.0000000000000000E+000                         1                         1                        78                         0                       -78
  0.3606820266869491E+000   0.0000000000000000E+000                         1                         1                        77                         0                       -77
  0.3650436681939748E+000   0.0000000000000000E+000                         1                         1                        76                         0                       -76
  0.3698717499927770E+000   0.0000000000000000E+000                         1                         1                        75                         0                       -75
  0.3752591286307039E+000   0.0000000000000000E+000                         1                         1                        74                         0                       -74
  0.3796229596962656E+000   0.0000000000000000E+000                         1                         1                        73                         0                       -73
  0.3852645311639314E+000   0.0000000000000000E+000                         1                         1                        72                         0                       -72
  0.3906615792757930E+000   0.0000000000000000E+000                         1                         1                        71                         0                       -71
  0.3956565116647064E+000   0.0000000000000000E+000                         1                         1                        70                         0                       -70
  0.4021106799638283E+000   0.0000000000000000E+000                         1                         1                        69                         0                       -69
  0.4074328602437966E+000   0.0000000000000000E+000                         1                         1                        68                         0                       -68
  0.4132785671753521E+000   0.0000000000000000E+000                         1                         1                        67                         0                       -67
  0.4200864067937707E+000   0.0000000000000000E+000                         1                         1                        66                         0                       -66
  0.4259756286343145E+000   0.0000000000000000E+000                         1                         1                        65                         0                       -65
  0.4325559639403404E+000   0.0000000000000000E+000                         1                         1                        64                         0                       -64
  0.4393571239076219E+000   0.0000000000000000E+000                         1                         1                        63                         0                       -63
  0.4461694329392440E+000   0.0000000000000000E+000                         1                         1                        62                         0                       -62
  0.4532111456732903E+000   0.0000000000000000E+000                         1                         1                        61                         0                       -61
  0.4616245482696376E+000   0.0000000000000000E+000                         1                         1                        60                         0                       -60
  0.4683292660483444E+000   0.0000000000000000E+000                         1                         1                        59                         0                       -59
  0.4766086573690971E+000   0.0000000000000000E+000                         1                         1                        58                         0                       -58
  0.4851162536512781E+000   0.0000000000000000E+000                         1                         1                        57                         0                       -57
  0.4927334111889687E+000   0.0000000000000000E+000                         1                         1                        56                         0                       -56
  0.5017079397506758E+000   0.0000000000000000E+000                         1                         1                        55                         0                       -55
  0.5109874848035588E+000   0.0000000000000000E+000                         1                         1                        54                         0                       -54
  0.5199567607044240E+000   0.0000000000000000E+000                         1                         1                        53                         0                       -53
  0.5310829772754987E+000   0.0000000000000000E+000                         1                         1                        52                         0                       -52
  0.5398986523156014E+000   0.0000000000000000E+000                         1                         1                        51                         0                       -51
  0.5512642857843083E+000   0.0000000000000000E+000                         1                         1                        50                         0                       -50
  0.5612482376062453E+000   0.0000000000000000E+000                         1                         1                        49                         0                       -49
  0.5731004263438252E+000   0.0000000000000000E+000                         1                         1                        48                         0                       -48
  0.5845151195377299E+000   0.0000000000000000E+000                         1                         1                        47                         0                       -47
  0.5967352588196269E+000   0.0000000000000000E+000                         1                         1                        46                         0                       -46
  0.6099703227134446E+000   0.0000000000000000E+000                         1                         1                        45                         0                       -45
  0.6242523422829382E+000   0.0000000000000000E+000                         1                         1                        44                         0                       -44
  0.6404899630454627E+000   0.0000000000000000E+000                         1                         1                        43                         0                       -43
  0.6506300994544875E+000   0.0000000000000000E+000                         1                         1                        42                         0                       -42
  0.6689805366856086E+000   0.0000000000000000E+000                         1                         1                        41                         0                       -41
  0.6837044721487696E+000   0.0000000000000000E+000                         1                         1                        40                         0                       -40
  0.7017950058671305E+000   0.0000000000000000E+000                         1                         1                        39                         0                       -39
  0.7188045764780394E+000   0.0000000000000000E+000                         1                         1                        38                         0                       -38
  0.7386962385292521E+000   0.0000000000000000E+000                         1                         1                        37                         0                       -37
  0.7596730718636648E+000   0.0000000000000000E+000                         1                         1                        36                         0                       -36
  0.7817960041147731E+000   0.0000000000000000E+000                         1                         1                        35                         0                       -35
  0.8035954611337625E+000   0.0000000000000000E+000                         1                         1                        34                         0                       -34
  0.8214108961246275E+000   0.0000000000000000E+000                         1                         1                        33                         0                       -33
  0.8489126659558095E+000   0.0000000000000000E+000                         1                         1                        32                         0                       -32
  0.8754246257104802E+000   0.0000000000000000E+000                         1                         1                        31                         0                       -31
  0.9007418291038471E+000   0.0000000000000000E+000                         1                         1                        30                         0                       -30
  0.9417266271334258E+000   0.0000000000000000E+000                         1                         1                        29                         0                       -29
  0.9651869976155623E+000   0.0000000000000000E+000                         1                         1                        28                         0                       -28
  0.1003346397698991E+001   0.0000000000000000E+000                         1                         1                        27                         0                       -27
  0.1048060545224166E+001   0.0000000000000000E+000                         1                         1                        26                         0                       -26
  0.1073253460293522E+001   0.0000000000000000E+000                         1                         1                        25                         0                       -25
  0.1123010851309482E+001   0.0000000000000000E+000                         1                         1                        24                         0                       -24
  0.1169723619883947E+001   0.0000000000000000E+000                         1                         1                        23                         0                       -23
  0.1218779265249377E+001   0.0000000000000000E+000                         1                         1                        22                         0                       -22
  0.1293570667273654E+001   0.0000000000000000E+000                         1                         1                        21                         0                       -21
  0.1347745187879091E+001   0.0000000000000000E+000                         1                         1                        20                         0                       -20
  0.1412645037883373E+001   0.0000000000000000E+000                         1                         1                        19                         0                       -19
  0.1480975108175272E+001   0.0000000000000000E+000                         1                         1                        18                         0                       -18
  0.1574553266627688E+001   0.0000000000000000E+000                         1                         1                        17                         0                       -17
  0.1650809485641953E+001   0.0000000000000000E+000                         1                         1                        16                         0                       -16
  0.1769742641151422E+001   0.0000000000000000E+000                         1                         1                        15                         0                       -15
  0.1919700864069096E+001   0.0000000000000000E+000                         1                         1                        14                         0                       -14
  0.2013035429963091E+001   0.0000000000000000E+000                         1                         1                        13                         0                       -13
  0.2223975558295862E+001   0.0000000000000000E+000                         1                         1                        12                         0                       -12
  0.2401135171562968E+001   0.0000000000000000E+000                         1                         1                        11                         0                       -11
  0.2558121368602859E+001   0.0000000000000000E+000                         1                         1                        10                         0                       -10
  0.2876421500434392E+001   0.0000000000000000E+000                         1                         1                         9                         0                        -9
  0.3179850865509473E+001   0.0000000000000000E+000                         1                         1                         8                         0                        -8
  0.3477050022391588E+001   0.0000000000000000E+000                         1                         1                         7                         0                        -7
  0.4148863858701899E+001   0.0000000000000000E+000                         1                         1                         6                         0                        -6
  0.4713799924580552E+001   0.0000000000000000E+000                         1                         1                         5                         0                        -5
